시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,적재일시
B10,서울특별시교육청,강남구,교습소,3000037367,1%국어교습소,20200819,20200819,개원,,,3,3,입시.검정 및 보습,보통교과,,보습,,Y,N,06207,서울특별시 강남구 도곡로 405,/ 309호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000026519,37아트스튜디오유학미술교습소,20160613,20160613,개원,,,18,9,예능(대),예능(중),,미술,,Y,N,06154,서울특별시 강남구 삼성로107길 18,/ 2층202호 (삼성동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000017743,3에스잉글리쉬영어교습소,20130715,20130715,개원,,,3,3,입시.검정 및 보습,보통교과,영어,보습,,,N,135888,서울특별시 강남구 압구정로 114,/ 302호 (신사동/신사빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,3000024877,9087스튜디오미술교습소,20151208,20151208,개원,,,4,9,예능(대),예능(중),드로잉,미술,,Y,N,06755,서울특별시 서초구 바우뫼로20길 25,/ 201호 (양재동/ 서두빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,3000035363,GLMA글로벌인생만남논술교습소,20191014,20191014,개원,,,25,5,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06342,서울특별시 강남구 일원로5길 71,/ 1층 전체 (일원동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000036123,HSC진학상담지도교습소,20200117,20200117,개원,,,5,0,입시.검정 및 보습,진학지도,,진학상담지도,,Y,N,06029,서울특별시 강남구 논현로175길 64,/ 6층 전체 (신사동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000035664,J바이올린음악교습소,20191113,20191113,개원,,,7,1,예능(대),예능(중),,음악,,Y,N,06006,서울특별시 강남구 압구정로 309,/ B동 203-3호 (압구정동/ 현대아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000030619,SJ수학교습소,20171220,20171220,개원,,,4,4,입시.검정 및 보습,보통교과,,보습,,Y,N,06359,서울특별시 강남구 광평로10길 6,/ 207호 (일원동/ 한솔마을상가동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000019582,가슴시각미술교습소,20140228,20140228,개원,,,18,9,예능(대),예능(중),,미술,,Y,N,137040,서울특별시 서초구 신반포로 100,/ 410호/411호 (반포동/래미안 퍼스티지 신반포역상가),20200830005523
B10,서울특별시교육청,강남구,교습소,3000025167,가온수학교습소,20160111,20160111,개원,,,4,4,입시.검정 및 보습,보통교과,,보습,,Y,N,06199,서울특별시 강남구 역삼로64길 18,/ 302호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031374,가치수학교습소,20180319,20180319,개원,,,14,4,입시.검정 및 보습,보통교과,고등수학,보습,고등수학:500000/ 중등수학:450000,Y,N,06216,서울특별시 강남구 역삼로 306,/ 509호 (역삼동/ 개나리 래미안),20200830005523
B10,서울특별시교육청,강남구,교습소,13103,감성수학교습소,20060315,20060315,개원,,,24,5,입시.검정 및 보습,보통교과,고등,보습,,N,N,135843,서울특별시 강남구 선릉로68길 12,2층 일부,20200830005523
B10,서울특별시교육청,강남구,교습소,22530,감성예찬미술교습소,20081121,20081121,개원,,,4,9,예능(대),예능(중),미술,미술,미술:150000,N,N,135519,서울특별시 강남구 도곡로93길 12,/ 301호 (대치동/우성2차아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000013134,강남다른꼴미술교습소,20120116,20120116,개원,,,21,7,예능(대),예능(중),,미술,,,,135946,서울특별시 강남구 개포로110길 15,/ 우성7차아파트상가 2층 206-2호 (일원동/운동시설(수영장)),20200830005523
B10,서울특별시교육청,강남구,교습소,3000030588,강남미대넷미술교습소,20171215,20171215,개원,,,54,9,예능(대),예능(중),,미술,,Y,N,06194,서울특별시 강남구 선릉로90길 72,/ 502호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000002315,강남미술교습소,20010406,20010406,개원,,,9,9,예능(대),예능(중),초등미술,미술,초등미술:200000,Y,N,06216,서울특별시 강남구 역삼로 306,/ 403호 (역삼동),20200830005523
B10,서울특별시교육청,강남구,교습소,3171,강남세고비아기타교습소,20031016,20031016,개원,,,32,6,예능(대),예능(중),,음악,,N,,135969,서울특별시 강남구 삼성로 212,/ A블럭 220호 (대치동/은마아파트상가),20200830005523
B10,서울특별시교육청,강남구,교습소,3000024217,강남쎈수학교습소,20150903,20150903,개원,,,12,4,입시.검정 및 보습,보통교과,,보습,,Y,N,135190,서울특별시 강남구 헌릉로570길 34,/ 303호일부 (세곡동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000024439,강남쎈영어교습소,20151023,20151023,개원,,,6,6,입시.검정 및 보습,보통교과,,보습,,Y,Y,135190,서울특별시 강남구 헌릉로570길 34,/ 303호일부 (세곡동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000033411,강남아첼바이올린음악교습소,20190104,20190104,개원,,,27,9,예능(대),예능(중),,음악,,Y,N,06207,서울특별시 강남구 선릉로64길 28,/ 2층 전체 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000019166,강남예일영어교습소,20140122,20140122,개원,,,12,4,입시.검정 및 보습,보통교과,중등 영어,보습,중등 영어:310000/ 고등 영어:370000/ 영어:380000,Y,N,135994,서울특별시 강남구 개포로 512,/ 306호 (개포동/개포종합상가),20200830005523
B10,서울특별시교육청,강남구,교습소,3000027864,강남일원스즈키바이올린음악교습소,20161223,20161223,개원,,,14,7,예능(대),예능(중),,음악,,Y,N,06354,서울특별시 강남구 광평로19길 10,/ 203호(까치마을아파트상가) (수서동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000020861,강샘수학교습소,20140801,20140801,개원,,,3,3,입시.검정 및 보습,보통교과,,보습,,Y,N,135797,서울특별시 강남구 개포로109길 9,/ 상가 3층 305호의 일부 (개포동/대치아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000011385,강성호올림피아드과학교습소,20110630,20110630,개원,,,6,6,입시.검정 및 보습,보통교과,과학,보습,과학:200000,,,135843,서울특별시 강남구 역삼로64길 16,/ 301호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,27846,강순진전문수학교습소,20100309,20100309,개원,,,24,8,입시.검정 및 보습,보통교과,초등,보습,초등:200000/ 중등:300000/ 고등:400000,N,,135961,서울특별시 강남구 개포로22길 100,  403호 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031466,강윤희논술교습소,20180329,20180329,개원,,,9,3,입시.검정 및 보습,보통교과,초등논술,보습·논술,,Y,N,06190,서울특별시 강남구 도곡로 515,/ 206호 (대치동/ 한도산업사옥),20200830005523
B10,서울특별시교육청,강남구,교습소,3000029005,강재춘영어교실영어교습소,20170511,20170511,개원,,,3,3,입시.검정 및 보습,보통교과,영어,보습,,Y,N,06203,서울특별시 강남구 삼성로63길 14,/ 1층 101호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000037229,강최조소미술교습소,20200724,20200724,개원,,,30,9,예능(대),예능(중),,미술,,Y,N,06111,서울특별시 강남구 학동로8길 10,/ 301호 (논현동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000013506,강한영어교습소,20120305,20120305,개원,,,63,9,입시.검정 및 보습,보통교과,중등A,보습,중등A:330000/ 중등B:350000/ 고등A:370000/ 고등B:400000/ 고등C:250000/ 고등D:495000/ 고등E:520000,,,135998,서울특별시 강남구 선릉로62길 30,/ 301호 (대치동/드림빌),20200830005523
B10,서울특별시교육청,강남구,교습소,3000027797,개념을잘잡아주는수학교습소,20161216,20161216,개원,,,27,9,입시.검정 및 보습,보통교과,초등수학A,보습,초등수학A:250000/ 초등수학B:350000/ 중등수학C:350000,Y,N,06329,서울특별시 강남구 삼성로4길 17,/ 208호 (개포동/ 주공아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000017302,개념의미학김민준수학교습소,20130520,20130520,개원,,,4,4,입시.검정 및 보습,보통교과,,보습,,Y,N,135999,서울특별시 강남구 삼성로 305,/ 3층 (대치동/신성빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,8505,개념의미학김호섭수학교습소,20050303,20050303,개원,,,10,5,입시.검정 및 보습,보통교과,중등수학,보습,,Y,N,135999,서울특별시 강남구 삼성로 305,  4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031337,개념탄탄수학논술교습소,20180312,20180312,개원,,,24,4,입시.검정 및 보습,보통교과,수학논술1-1,보습,,Y,N,06276,서울특별시 강남구 선릉로 225,/ 2층 221-2호 (도곡동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000002351,개원영재바둑교습소,19960412,19960412,개원,,,19,7,기타(대),기타(중),바둑입문반,바둑,,N,N,135961,서울특별시 강남구 개포로22길 96,/ 3층 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000015226,개인별맞춤수학교습소,20120907,20120907,개원,,,75,5,입시.검정 및 보습,보통교과,수학,보습,수학:95000/ 수학:380000/ 수학:760000/ 수학:1140000/ 수학:85000/ 수학:340000/ 수학:680000/ 수학:1020000/ 수학:75000/ 수학:300000/ 수학:600000/ 수학:900000/ 수학:1235000/ 수학:1105000/ 수학:975000,Y,N,135842,서울특별시 강남구 삼성로 324,/ 208호 (대치동/신해청아파트상가),20200830005523
B10,서울특별시교육청,강남구,교습소,3000027516,개포마중물교실국어논술교습소,20161118,20161118,개원,,,7,7,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06329,서울특별시 강남구 개포로 510,/ 3층301호 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000029551,개포푸른숲바이올린교습소,20170731,20170731,개원,,,18,6,예능(대),예능(중),,음악,,Y,N,06317,서울특별시 강남구 언주로 110,/ 2층4호 (개포동/ 경남아파트상가),20200830005523
B10,서울특별시교육청,강남구,교습소,4536,개포하이탑수학교습소,20040419,20040419,개원,,,18,3,입시.검정 및 보습,보통교과,초등수학,보습,,N,N,135940,서울특별시 강남구 개포로109길 5,대치종합상가 309호(개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000002367,개포현대속셈,19880307,19880307,개원,,,0,0,기타(대),기타(중),속셈,속셈,속셈:0,N,N,135807,서울특별시 강남구 개포로 303,현대아파트 상가 204호 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000023714,거인의숲수학교습소,20150623,20150623,개원,,,41,4,입시.검정 및 보습,보통교과,초등수학,보습,초등수학:370000/ 초등수학:370000/ 중등앨리트:450000/ 중등심화:500000/ 중등SKY:550000/ 고등앨리트:610000/ 고등문과:500000/ 고등이과:700000/ 특강초등:250000/ 특강중등:300000/ 특강고등:350000,Y,N,135836,서울특별시 강남구 삼성로 151,/ 301호 일부 (대치동/ 선경아파트5동 5),20200830005523
B10,서울특별시교육청,강남구,교습소,17422,거침없는국어교습소,20070604,20070604,개원,,,6,3,입시.검정 및 보습,보통교과,국어내신,보습,국어내신:350000/ 국어수능:450000,Y,N,135850,서울특별시 강남구 삼성로64길 5,/ 206호 (대치동/대치현대아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000030510,게으른수학교습소,20171207,20171205,개원,,,54,6,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06028,서울특별시 강남구 압구정로4길 27-6,/ 2층 (신사동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000035344,고래수학교습소,20191011,20191011,개원,,,8,5,입시.검정 및 보습,보통교과,,보습,,Y,N,06096,서울특별시 강남구 봉은사로71길 7,/ 201호 일부(205호) (삼성동/ 로프트원),20200830005523
B10,서울특별시교육청,강남구,교습소,3000035880,고수사회탐구교습소,20191213,20191213,개원,,,4,6,입시.검정 및 보습,보통교과,,보습,,Y,N,06282,서울특별시 강남구 도곡로 522,/ 501호 (대치동/ 삼현빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,26762,고쌤영어교습소,20091207,20091207,개원,,,30,6,입시.검정 및 보습,보통교과,어휘,보습,,N,N,137947,서울특별시 서초구 잠원로8길 25,/ 314호 (잠원동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000032827,공간미술교습소,20181012,20181012,개원,,,36,9,예능(대),예능(중),아동미술,미술,아동미술:140000/ 초등미술저학년:140000/ 초등미술고학년:160000/ 중고등미술:160000,Y,N,06074,서울특별시 강남구 학동로 513,/ 203호 (청담동/ 진흥아파트상가),20200830005523
B10,서울특별시교육청,강남구,교습소,3000022035,과탑과학교습소,20150105,20150105,개원,,,15,5,입시.검정 및 보습,보통교과,수학1,보습,,Y,N,135999,서울특별시 강남구 도곡로77길 5,/ 6층 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031181,교육공감논술교습소,20180228,20180228,개원,,,16,4,입시.검정 및 보습,보통교과,논술초등1반,보습·논술,,Y,N,06203,서울특별시 강남구 삼성로67길 13,/ 101호 일부 (대치동/ 리치캐슬),20200830005523
B10,서울특별시교육청,강남구,교습소,3000019521,교인영어교습소,20140306,20140306,개원,,,8,4,입시.검정 및 보습,보통교과,,보습,,Y,,135843,서울특별시 강남구 선릉로72길 12,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000035009,구름아이들미술교습소,20190809,20190809,개원,,,4,5,예능(대),예능(중),미술,미술,미술:70000,Y,N,06204,서울특별시 강남구 삼성로67길 33,/ 102호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000032762,굿플레이실용음악교습소,20181001,20181001,개원,,,8,2,기타(대),기타(중),,기타(소),,Y,N,06343,서울특별시 강남구 일원로3길 20,/ 3층 302호 (일원동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000024955,권선생영어교습소,20151202,20151202,개원,,,3,6,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06209,서울특별시 강남구 삼성로 311,/ 3층 300호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031713,권수학교습소,20180502,20180502,개원,,,4,4,입시.검정 및 보습,보통교과,수학,보습,,Y,N,06325,서울특별시 강남구 선릉로6길 10,/ 2층 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,24669,권오순교실영어교습소,20090713,20090713,개원,,,20,4,입시.검정 및 보습,보통교과,초/중/고 영어,보습,초/중/고 영어:270000/ 고등 영어1:530000/ 고등 영어2:170000/ 고등 영어3:350000/ 초/중/고/재:400000,N,,135835,서울특별시 강남구 남부순환로 2941,/ 503호일부 (대치동/대치탑프라자),20200830005523
B10,서울특별시교육청,강남구,교습소,3000036097,권클래식(KWONCLASSIC)음악교습소,20200115,20200115,개원,,,5,8,예능(대),예능(중),,음악,,Y,N,06198,서울특별시 강남구 선릉로76길 20,/ 2층 201호 (대치동/ 유영빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,22379,그랑제꼴프랑스어교습소,20081106,20081106,개원,,,4,6,국제화,외국어,프랑스어,실용외국어(유아/초·중·고),프랑스어:275000,Y,N,06197,서울특별시 강남구 선릉로76길 28,/ 3층 203호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000034420,그랜드플루트교습소,20190514,20190514,개원,,,6,3,예능(대),예능(중),,음악,,Y,N,06269,서울특별시 강남구 논현로51길 25,/ 203호 (도곡동/ 현대그린아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000022923,그레이스미술교습소,20150406,20150406,개원,,,5,5,예능(대),예능(중),,미술,,Y,N,135808,서울특별시 강남구 언주로 107,/ 202호 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000024956,그리다꿈미술교습소,20151223,20151202,개원,,,49,7,예능(대),예능(중),미술,미술,,Y,N,06342,서울특별시 강남구 일원로3길 72,/ 1층 일부 (일원동),20200830005523
B10,서울특별시교육청,강남구,교습소,17607,그림세계미술교습소,20070627,20070627,개원,,,21,7,예능(대),예능(중),미술1,미술,미술1:130000/ 미술2:90000/ 미술:150000,Y,N,135521,서울특별시 강남구 광평로31길 27, 삼성아파트 상가동 2층 203호 (수서동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031083,그림아트스튜디오미술교습소,20180214,20180214,개원,,,28,8,예능(대),예능(중),예비초등A,미술,,Y,N,06335,서울특별시 강남구 개포로 615,/ 3층 301호 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000026824,그미술아뜰리에미술교습소,20160801,20160801,개원,,,12,8,예능(대),예능(중),미술,미술,,Y,N,06337,서울특별시 강남구 개포로110길 15,/ 2층 201호 전체 (일원동/ 우성7차아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000015757,글과문장논술교습소,20121127,20121127,개원,,,12,8,입시.검정 및 보습,보통교과,중등논술,보습·논술,중등논술:220000/ 고등논술:250000/ 초등논술:150000/ 초등논술:130000,Y,N,06088,서울특별시 강남구 선릉로130길 20,/ 305호 (삼성동/ 래미안 삼성2차),20200830005523
B10,서울특별시교육청,강남구,교습소,3000030426,글의힘논술교습소,20171129,20171129,개원,,,6,6,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06200,서울특별시 강남구 선릉로72길 26,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000016790,긍정영어교습소,20130314,20130314,개원,,,18,6,입시.검정 및 보습,보통교과,영어중등,보습,영어중등:400000/ 영어고등:400000/ 영어초등:400000,Y,N,135998,서울특별시 강남구 도곡로 413,/ 1층 (대치동/삼환 SO GOOD),20200830005523
B10,서울특별시교육청,강남구,교습소,3000022389,기린과파렛트미술교습소,20150212,20150212,개원,,,6,6,예능(대),예능(중),,미술,,Y,N,135190,서울특별시 강남구 헌릉로570길 30,/ 3층 301호 일부 (세곡동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000017832,기백한국사교습소,20130726,20130726,개원,,,30,5,입시.검정 및 보습,보통교과,초등A,보습,,,N,135998,서울특별시 강남구 삼성로67길 3,/ B02호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000036489,기승전회화미술교습소,20200306,20200306,개원,,,48,6,예능(대),예능(중),,미술,,Y,N,06280,서울특별시 강남구 남부순환로 2921,/ 207호/ 210호/ 223호 (대치동/ 남서울종합상가),20200830005523
B10,서울특별시교육청,강남구,교습소,17189,기한성국어교습소,20070510,20070510,개원,,,7,7,입시.검정 및 보습,보통교과,논술,보습,,Y,N,135998,서울특별시 강남구 도곡로 413,/ 202호 (대치동/삼환 SO GOOD),20200830005523
B10,서울특별시교육청,강남구,교습소,2000002048,김경옥교습소,19811016,19811016,개원,,,0,0,기타(대),기타(중),속독,속독,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,2000001646,김남혜교습소,19800813,19800813,개원,,,0,0,예능(대),예능(중),음악,음악,음악:0,N,N,135958,서울특별시 강남구 학동로 609,삼익아파트 1동 201호 (청담동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000001509,김미화교습소,19800809,19800809,개원,,,0,0,예능(대),예능(중),음악,음악,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,3000035255,김범준수학교습소,20190925,20190925,개원,,,24,6,입시.검정 및 보습,보통교과,,보습,,Y,N,06201,서울특별시 강남구 역삼로74길 25,/ 1층일부 1호 (대치동/ 대치루),20200830005523
B10,서울특별시교육청,강남구,교습소,25375,김성수수학교습소,20090825,20090825,개원,,,42,6,입시.검정 및 보습,보통교과,,보습,,Y,Y,06279,서울특별시 강남구 삼성로 225,/ 2층 204호 일부 (대치동/ 아주빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,3000036782,김소연샘네모과학교습소,20200417,20200417,개원,,,3,3,입시.검정 및 보습,보통교과,,보습,,Y,N,06291,서울특별시 강남구 삼성로 155,/ 1층 126호 (대치동/ 대치퍼스트빌딩),20200830005523
B10,서울특별시교육청,강남구,교습소,3000031531,김수용프로바둑교습소,20180329,20180329,개원,,,36,9,기타(대),기타(중),바둑1,바둑,,Y,N,06284,서울특별시 강남구 삼성로 212,/ B동 301-16호 (대치동/ 은마아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,2000000486,김순희교습소,19820527,19820527,개원,,,0,0,예능(대),예능(중),음악,음악,음악:20000,Y,N,135955,서울특별시 강남구 도산대로99길 28-6 ,(청담동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000000280,김영민교습소,19820331,19820331,개원,,,0,0,예능(대),예능(중),음악,음악,음악:25000,N,,0,,,20200830005523
B10,서울특별시교육청,강남구,교습소,2000001462,김영숙교습소,19800807,19800807,개원,,,0,0,예능(대),예능(중),음악,음악,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,3000021669,김예찌수학교습소,20140828,20140828,개원,,,9,3,입시.검정 및 보습,보통교과,초등수학,보습,,Y,N,135836,서울특별시 강남구 삼성로 151,/ 204호 (대치동/ 선경아파트5동 5),20200830005523
B10,서울특별시교육청,강남구,교습소,20206,김용환수학교습소,20080331,20080331,개원,,,10,5,입시.검정 및 보습,보통교과,수학,보습,수학:350000/ 수학:420000,Y,N,135802,서울특별시 강남구 선릉로 30,304호(개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000002246,김용희교습소,19800814,19800814,개원,,,0,0,기타(대),기타(중),꽃꽂이,꽃꽂이,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,3000022216,김윤진피아노교습소,20150126,20150126,개원,,,24,9,예능(대),예능(중),피아노 초급A,음악,피아노 초급A:90000/ 피아노 초급B:100000/ 피아노 중급A:110000/ 피아노 중급B:120000/ 피아노 입시:320000/ 피아노 입시:360000,Y,N,135994,서울특별시 강남구 삼성로4길 17,/ 206호 (개포동/ 개포주공아파트503동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000000334,김율음교습소,19820406,19820406,개원,,,0,0,기타(대),기타(중),속독,속독,속독:10000,N,,0,,,20200830005523
B10,서울특별시교육청,강남구,교습소,2000001256,김은미교습소,19841128,19841128,개원,,,0,0,예능(대),예능(중),미술,미술,미술:0,N,,0,,,20200830005523
B10,서울특별시교육청,강남구,교습소,2000001994,김은연교습소,19810529,19810529,개원,,,0,0,예능(대),예능(중),음악,음악,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,3000011553,김은옥국어논술교습소,20110719,20110719,개원,,,60,9,입시.검정 및 보습,보통교과,중등논술,보습·논술,중등논술:200000/ 고등논술:250000/ 중등:200000/ 고1/2:250000/ 고3/특강:280000/ 중등 특강:240000/ 중등부:220000/ 고등1/2:260000,Y,N,06094,서울특별시 강남구 봉은사로71길 31,/ 201호 (삼성동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000022341,김은지한자한문교습소,20150128,20150128,개원,,,24,6,입시.검정 및 보습,보통교과,한자급수(초등1-3학년),보습,,Y,N,06280,서울특별시 강남구 남부순환로 2917,/ 208-가호 (대치동/청실상가동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000001539,김은희교습소,19800811,19800811,개원,,,0,0,예능(대),예능(중),음악,음악,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,2000001981,김인애교습소,19810522,19810522,개원,,,0,0,예능(대),예능(중),음악,음악,음악:0,N,N,135958,서울특별시 강남구 학동로 609,삼익아파트 5동 706호 (청담동),20200830005523
B10,서울특별시교육청,강남구,교습소,27229,김인희국어교습소,20100104,20100104,개원,,,3,3,입시.검정 및 보습,보통교과,국어,보습,국어:0,N,N,135899,서울특별시 강남구 압구정로 113-22, 미성상가 3층 2호 (압구정동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000000561,김재용교습소,19820706,19820706,개원,,,0,0,기타(대),기타(중),주산,주산,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,3000020398,김재현엔토영어교습소,20140610,20140610,개원,,,6,6,입시.검정 및 보습,보통교과,,보습,,Y,,135894,서울특별시 강남구 압구정로 212,/ 207호/208호 (신사동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000000516,김정강교습소,19820614,19820614,개원,,,0,0,기타(대),기타(중),주산,주산,주산:15000,Y,N,135508,서울특별시 강남구 삼성로119길 8,  2층 (삼성동),20200830005523
B10,서울특별시교육청,강남구,교습소,3356,김정사회탐구교습소,20031126,20031126,개원,,,36,9,입시.검정 및 보습,보통교과,,보습,사회탐구:58200/ 한국사:170000/ 사회문화:170000/ 윤리와사상:170000/ 생활과윤리:170000,N,,135802,서울특별시 강남구 선릉로8길 15,  202호 (개포동),20200830005523
B10,서울특별시교육청,강남구,교습소,12416,김정해프랑스어교습소,20051216,20051216,개원,,,4,4,입시.검정 및 보습,보통교과,프랑스어,보습,프랑스어:300000,N,,135998,서울특별시 강남구 도곡로 423,  4층 502호 (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000033976,김정훈수리논술교습소,20190318,20190318,개원,,,5,5,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06186,서울특별시 강남구 삼성로 348,/ 4층일부(402호) (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000001672,김정희교습소,19800816,19800816,개원,,,0,0,예능(대),예능(중),음악,음악,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,19723,김종현영어교습소,19990114,19990114,개원,,,28,4,입시.검정 및 보습,보통교과,영문법특강,보습,영문법특강:600000/ 영독해특강:350000/ 기초반:350000/ 중급반:350000/ 0.5등급반:450000/ 고3이과반:450000/ 고3문과반:450000,N,,135842,서울특별시 강남구 도곡로93길 9,/ 6층일부(602호) (대치동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000034349,김준희수학클리닉수학교습소,20190501,20190501,개원,,,8,4,입시.검정 및 보습,보통교과,,보습,,Y,N,06280,서울특별시 강남구 남부순환로 2927,/ 2층 213호 (대치동/ 대치 클래시아),20200830005523
B10,서울특별시교육청,강남구,교습소,3000028687,김진경국어교습소,20170308,20170308,개원,,,12,4,입시.검정 및 보습,보통교과,,보습,,Y,N,06023,서울특별시 강남구 압구정로 224,/ 205호일부 (신사동),20200830005523
B10,서울특별시교육청,강남구,교습소,2000002532,김하연피아노,19890627,19890627,개원,,,5,5,예능(대),예능(중),피아노,음악,피아노:0,N,N,135897,서울특별시 강남구 압구정로 334,  3층 (신사동),20200830005523
B10,서울특별시교육청,강남구,교습소,3000020770,김혜경영어교습소,20140725,20140725,개원,,,8,8,입시.검정 및 보습,보통교과,중고등영어,보습,,Y,N,135842,서울특별시 강남구 도곡로93길 12,/ 203호 (대치동/래미안 대치 하이스턴),20200830005523
B10,서울특별시교육청,강남구,교습소,2000000418,김혜란교습소,19820426,19820426,개원,,,0,0,예능(대),예능(중),음악,음악,,,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,2000001941,김혜숙교습소,19810330,19810330,개원,,,0,0,예능(대),예능(중),음악,음악,,N,N,0,.,,20200830005523
B10,서울특별시교육청,강남구,교습소,3000017788,김희진120%국어교습소,20130724,20130724,개원,,,5,5,입시.검정 및 보습,보통교과,,보습,,,N,135842,서울특별시 강남구 삼성로 324,/ 207호 (대치동/신해청아파트),20200830005523
B10,서울특별시교육청,강남구,교습소,3000025285,깨단수학교습소,20160126,20160126,개원,,,48,3,입시.검정 및 보습,보통교과,중등수학1,보습,중등수학1:240000/ 중등수학2:360000/ 중등수학3:480000/ 고등수학1:270000/ 고등수학2:540000/ 고등수학3:670000/ 고등수학4:800000/ 고등수학특강1:300000/ 고등수학특강2:400000/ 고등수학특강3:600000/ 고등수학특강4:800000/ 고등수학특강5:1000000,Y,N,06202,서울특별시 강남구 삼성로 343,/ 205호 (대치동),20200830005523
